"text","y"
"A true wholesome American story about teenagers who are interested in launching their own rocket in a rural West Virginia coal mining town, after the launch of Sputnik in 1957.<br /><br />Through trial, tribulations and perseverance beyond belief, they are ultimately able to achieve their goals.<br /><br />Jake Gyllenhaal, as the leader of the group, is excellent in the title role. As his motivating science teacher, Laura Linney is quite good but her southern accent is over the top.<br /><br />There is a standout supporting performance by Chris Cooper, a head miner, who wants his son to follow in his footsteps, but gradually comes around at film's end.<br /><br />What makes this film so unusual for our times is that there are no bed-hopping scenes and no profanity whatsoever. It is the epitome of an American story that is well done.<br /><br />Besides the science angle, we have the father-son disagreement, football scholarships as a way to escape coal mining, and the loving spirit of family.<br /><br />Why aren't pictures like this recognized more at award times?",1
"This is probably the most boring, worse and useless film I have seen last year. The plot that was meant to have some philosophical aspects emerged to me as a very bad hollow copy of the matrix, with plenty of clichés: the lone wolf cop, good looking, psychologically disturbed, sleeping with his gun... + nice hard worker and shy, but good looking she-scientist, you add a 2 cent plot and you have I, Robot! I was terribly disturbed by the obvious advertising of brands like FedEx,Audi,converse etc. This movie stinks the commercialization and tend to be more a poor ad spot that unfortunately will not end after 30 sec. I wouldn't recommend this to my worse enemy, if you have some spare time, watch a good TV program instead or better read a nice book.",0
"Well, I saw this movie yesterday and it's - unfortunately - worse than you could think. First of all the plot is idiotic, it has no sense at all. The screenplay is full of intentionally funny dialogues. The audience was laughing many times. And the suspense is very low. Actors play so-so, with an exception of Sharon Stone, who has some good moments but also some awfully bad acting moments. The saddest parts are when she tries to be aggressively sexy and says things like ""I want to *beep* you "" and it looks like, let's say it gently, a very very mature woman acting rude and not sexy at all. That erotic tension from BI1 is totally gone. From the technical point of Basic Instinct 2 is a mediocre movie - better than typical straight to DVD, but on a far lower lever than the original movie. For instance the scene of crazy joyride is done poorly. The director of Basic Instinct 2 is no Paul Verhoeven and it shows. The new composer is no Jerry Goldsmith and its shows. The script is done by people who are no match for Joe Eszterhas. There's no substitute for Michael Douglas in it. The film looks cheap and badly edited at times. I'm sorry but my first thought after I left the theater was: ""Why heaven't they made this movie earlier and with original talents behind the success of the first movie?"" All to all the original movie is like Citizen Kane compared to this. The first Basic Instinct is a classic and was a kind of break-thru in the popular cinema. It was provoking, sexy and controversial. It had the best Sharon Stone's performance in her career. It had this specific Paul Verhoeven's style. Unfortunately Basic Instinct 2 is a unintentionally funny movie, badly directed and a sure Razzie Award Winner in many categories. It's a pity that they made this film.",0
"Even allowing for my unabashed love of the first two films in the franchise, and sweeping away any sort of biased leanings I might of had for the character of Max, I just can't bring myself to rate at average this cartoonery waste of space that so nearly soils what had gone before it.<br /><br />Gone is the rugged nasty streak that brought feeling to the character Mad Max Rockatansky, gone is the impacting feeling of desolation in an apocalyptic world, and more crucially, gone is director George Miller's passion for the franchise. The dreadful score matches the cartoon heart of the film, it seems that the makers didn't really know what to do with the amount of cash given to make this third {and thankfully last} instalment. Sure the stunts are spot on {to be expected by now}, and of course Miller manages to paint a barren desert landscape by purely lifting from what he has done before. Yet he clearly struggled for fresh ideas with the action since The Road Warrior's crowning glory of the Petrol Tanker pursuit is replicated here, only he uses a train instead!!.<br /><br />It's just a very poor show that may have seemed like an ambitious turn of events back in the mid 1980s; but when viewing the three films together now, Thunderdome just comes across as a director losing his edgy approach whilst sadly getting caught between the mix of comedy and fantasy action. And the truth is that neither of those genre slants would have worked singularly, in the context of this series, anyway. I give the film 3/10 purely for one real good Thunderdome fight sequence, while the stunt men here deserve some credit at the very least. But this is the third time I have tried to like this film, and as glutton for punishment as I undoubtedly am, I wont be trying again, ever.",0
"I saw this film at a store in the cheap section. I actually vividly remembered seeing the commercials and trailer for it years ago. I thought ""What the hey' and bought it, basically because the plot sounded interesting and Claire Danes has always been someone of talent in my eyes (this was also before I became a huge Kate Beckinsale fan).<br /><br />So it's about two girls who sneak off to a vacation in Bangkok, get busted for narcotics (which they are innocent of) and then are sent to a Thailand prison. The film follows what will happen to them and at times questions their innocence.<br /><br />Both Claire Danes and Kate Beckinsale give great performances, and the plot of this film wraps itself up unconventionally, and raises some nice moral discussion questions.<br /><br />I think this is a solid good film, but there could have been some improvements. It could have been longer...it would've helped to solidify these characters and more insight into the politics of Thailand's justice system would've helped.<br /><br />Nevertheless, other than that, it's a good film with some great performances.<br /><br />P.S. For all you pop-culture junkies be on the lookout for a two-minute role by Paul Walker. I didn't even notice him the first time I saw the film.",1
"... why watch a TV drama (billed as a comedy) in which none of the characters are likable or even interesting people ? I can sort of see what the writer David Renwick was trying to achieve: the misdirections and bad-taste surprises that he put into ""One foot in the grave"", etc. I admit that the script made a bit more of an effort than most on British TV at the moment. But really ... who cares about these people ? They are cold bores.<br /><br />Another poster mentioned the scene in which the woman sits down to watch a video of herself and her deceased ex-boyfriend shagging. That was the moment when I switched OFF this programme, never to return.<br /><br />P.S. It's interesting to note that the posters who didn't like this series are all British, whereas those who praise it are mostly in other countries. This reflects the fact that when the BBC broadcast this series it was ignored by viewers and sank like a stone.<br /><br />P.P.S. Good news for those who liked it ! There will be a second series in Autumn 2007 - though without the male lead. It sounds like the BBC have decided to turn it into a more conventional 30 minute sitcom.",0
"Talk about rubbish! I can't think of one good thing in this movie. The screenplay was poor, the acting was terrible and the effects, well there were no effects. I can't believe the writer of this movie did Identity, everything in this movie made me sick to start to finish.<br /><br />The front cover of the video box shows a showman with shark like teeth and scary eyes. I looks like a scary villain, but like the old saying ""never judge a book by it's cover"", the whole villain looked like a cardboard cut out. One part in the film a girl gets killed by a salad tongs, terrible. The setting was bad enough, like they could of set the whole thing in Lapland but no, a tropical island instead.<br /><br />I took this movie as a spoof, which I think they wanted it to be but the only thing that made me laugh in a bad way was the tacky effects. You can argue that I haven't watched the first one, but seeing this I would be safe if I wouldn't attempted it.<br /><br />The biggest joke in this movie is the effects, the snowballs looked like they were home made, and that carrot was a complete embarrassment. If I would of guess the budget of this movie would of probably be between 8 to 9 pounds fifty. The producer in a last minute panic must of grabbed the actors for the street gave them the script told them they have 6 minutes to practise these lines and shoot on a island.<br /><br />Lastly the acting in the film was painful, it was like the actors forgot their ordinary lines and made them up the way through.<br /><br />In conclusion I give this film: 0 stars out of 5",0
"Having seen ""Triumph of the Will,"" I can only say this movie is ghastly, even measured against the historically low ""standards"" of the time. Naturally it's all totally fabricated and prejudicial. This is what one would expect of 1930's German propaganda. Unfortunately, the quality of the presentation, itself, is hackneyed and cheap. It's also so blatantly ridiculous that even contemporary Germans must've left the theater holding their noses. In a genre renowned for its base appeal, lack of originality and unapologetic wrong-headedness, this film doesn't even qualify as ""bad."" It would have to improve significantly to attain that status!",0
"This show is sheer entertainment and doesn't try to be a Greek drama. It certainly contains elements of one what with all the plot twists, but it's immensely engaging and fun. Las Vegas is the perfect setting for a show and they will certainly never have a lack of material to work with! Anything and Everything DOES happen there! The actors in this show are extremely personable and you really do want to see what they are up to and into each week. The show is also very funny. The humor arises from the characters and situations. Not just thrown in gratuitously. It's a well-crafted show in that regard. It certainly makes me look forward to Friday nights and I'm glad I now own the first two seasons on DVD!",1
"Hopper has never been worse as if he felt as this movie is worthy of only a grade B performance and he delivers a rather good one. Outside of Madsen and Hopper the acting is horrid; you've seen better at your local high school. The sound and at times the editing and camera shots are low end of B-movies. The scene with the peeping tom is of movies greatest gratuitous nudity scenes I've ever seen (it doesn't even come close to fitting in the movie). The script was probably a great 10-page outline, but when it comes out to a full-length movie there are more holes in it then the dead bodies Madsen left behind. I do have to say Hopper dressed in a nice suit driving the Hummer had me laughing out loud, but I don't think that was the intent. Yes there is a little style, and Hopper can always draw my interest. However the interesting plot concept never pays off and you are left wondering why you wasted your time watching this.",0
"I can understand those who dislike this movie cause of a lack of knowledge.<br /><br />First of all, those girls are not Geisha, but brothel tenants, and one that don't know the difference will not understand half of the movie, and certainly not the end. This is a complete art work about the women's life and needs in this era. Everything is important, and certainly the way they dress, all over the movie means more than words. To those who thought it was a boring geisha movie, I'll suggest you to read a bit about this society before making a conclusion that is so out of the reality. This is Kurosawa's work of is life, and I'm sure that the director understood the silent meaning of Kurosawa's piece to the right intellectual range.",1
"Dead or Alive: Final, the movie that supposedly brings together the three films in the very loose Dead or Alive trilogy, and connected mostly by its stars, Riki Takeiuchi and Sho Aikawa and that each film has its share of bizarro-world fixtures and neuroses and heaps of violence, is admittedly the weakest of the lot. That none of the three films ends up being a disappointment is less a testament to the creativity of the material but to the pound-for-pound guts that director Takashi Miike takes with the surroundings and the material. Here he presents an overtly dystopian future, however low-key, where a homosexual mayor/dictator (Richard Chen) has the entire village drugged except for a group of rebels. There's also replicants- robots- in this year of 2346, one of them is Ryo (Aikawa), a robot of complete lethal skill but also with the capacity to love and learn and so forth. Then a cop, Takeshi (Takeiuchi) happens to be the mayor's top guard. But things start to unravel on both sides, Ryo teaming up with the rebels and Takeshi with his employer, though blood-soaked mishaps like a hostage trade-off gone bad, and with Takeshi finding out his wife and son are robots (not done in an Alien mood, mind you, just suddenly as if in a the power went out), and that he himself is one as well. And it all leads up to one last, inexplicable showdown between the two men.<br /><br />Strange that there's yet another film where Miike has peaks and valleys here, sometimes finding that middle ground of success where science fiction can have some meaning to it. But there really isn't anything to take from this story, except that the mayor/dictator is a dingbat with no back-story who gets his rocks off making sure his drug stops couples from getting pregnant and that everything remains under control. He also has along with him his love slave, I'd guess, in the hilarious non-speaking part of a saxophone player who also doubles sometimes as a human fixture when not plugging away the moody blues. Meanwhile, we get the conventional sides to Ryo and Takeshi's stories, and they're never uninteresting, just not totally convincing enough to hold interest. Of course Miike isn't above having some fun, like when Takeshi plops Michelle (Maria Chen) in to the water to get her to swim after a near-assassination attempt on the mayor, or in having the original rebel leader speaking English for no good reason at all. There's even a playful homage to old sci-fi cartoons at the start of the film. But there's nothing very compelling substance-wise, with the exception of Takeshi's minor turns at becoming ""good"" midway through the film (helping one couple get by with clearance to have a kid), and mostly Miike's strengths this time are purely stylistically and in the choice of locations and sets.<br /><br />It's like a grungy Japanese Alphaville where everything still has a contemporary feel through all of the special effects. And I really liked the yellow-green tint Miike used through the movie, as it impacted very well in outdoor scenes and added just enough grittiness in the indoor scenes. But as for peaks and valleys, one sees this ever more clearly- and the sci-fi movie channel level of visual effects, with maybe a few more dollars put into it- during the climax. This contains some of the funniest material in the most delirious, Freudian sensibility from the director, even if it has to get started by unbearable contrivance; the way that Ryo and Takeshi finally meet up is sort of random and just a means for the producers to try and cheaply tie together the past two films, when it wasn't needed. On the other hand, in terms of the sheer guilty entertainment value of a flick like Miike's where one sees something totally unexpected and very crudely sexual, it ranks right up there with the best scenes in Happiness of the Katakuris and Visitor Q. Overall, Dead or Alive: Final is a cheesy 90 minute effort that doesn't take itself TOO seriously, and is better off all the more for its wicked contrivances, militaristic decay and cultural hang-ups put on pulp-level display.",1
"...this is a classic with so many great dialogs and scenes nobody should miss. Nice story, funny riches-to-rags situations, Mel Brooks is not a bad lead, maybe not perfect but he is funny ;D Don't pay attention to the rating, it's BS. Watch it, then watch something like final destination (2009) and tell me that Life Stinks deserves about the same rating. If you do, I don't think we can be friends XD At this point I recommend the fourth season of ""Curb Your Enthusiasm"" to every Brooks fan ;) Vote 10 against the ignorant opinions of inchworms! I've to make 10 lines here to post a comment? I don't wanna write a book here :P",1
"Eh it's not really as good as the other Dragonballs. The villains are actually rip-offs of other Z villains like Cell, Frieza, and even Majin Buu. With Baby being Frieza's clone, Super 17 being Cell's clone, and the Shadow Dragons being Buu's clone(s). The story is also very bad as it deals with Goku shrinking. SHRINKING!! It deals with him SHRINKING to like the size of an eight year old just to get it going. Let us not forget how weak the characters become. Gohan can't go mystic anymore and is even weaker than Pan.(It's sad I know). Speaking of Pan she was so cute at the end of Z now she's lost all that cuteness and become an irritating,whiny little girl whose sole purpose in this series is to get in the way. Goten doesn't even have a purpose in the series and Trunks... well I don't know what to say about Trunks. GT is just an attempt to milk the popular Dragonball franchise. If you really like Dragonball then avoid this series. It doesn't even feel like Dragonball. I will be fair though as the ending however was really good and is actually pretty sad (At least to me) and the theme songs both ending and opening are better (Japanese, not American). Might've been better if Toriyama san worked on it.",0
"I thought How The Grinch Stole Christmas was a pretty good movie.It wasn't horrible, nor was it great, but it was enjoyable to watch.I felt as if Jim Carrey got a little annoying at times.They made the Grinch seem like a special education person, when all he needed to be was evil and devious, but yet he turned out kind of retarded.I did think the scenery, when not inside the Grinch's cave, was beautiful, and there was a few parts where I laughed, but most of the time I thought it was just annoying.This movie could've been ""SO"" much better if they had changed the Grinch's personality, and they had included some more laugh scenes, because most of the humor wasn't funny.I liked How The Grinch Stole Christmas anyway, but it's not anything to get excited about seeing.",1
"This movie provided NOTHING new or worthwhile. After seeing it, my wife and I both agreed that the studio simply churned this out and could have cared less if it was entertaining. This is a good example of a ""concept only"" film--they have a concept about a film and the other details are unimportant because execs KNOW it will make $$ just based on the initial concept.<br /><br />The movie starts with Cruella getting out of prison and going on parole. She no longer hates puppies but has been programmed to adore them--she simply couldn't hurt a flea. This doesn't last too long after her release and she's back to her old ways. Period.<br /><br />The most annoying aspects of the movie were the supporting characters. Eric Idle as the voice of Waddlesworth the bird made me HATE him--and that is TOUGH considering I am a die-hard Python fan. It was obvious he did this because they gave him lots of money (there can't be any other reason). Cruella's low self-esteem servant, Tim McInnerny, was funny in the Black Adder shows but here he is totally wasted and unfunny. And it must have cost a few bucks to get Gérard Depardieu but he was utterly wasted as well. There were some other supporting actors as well but given how poorly written the characters were, I am trying to block them out of my mind.<br /><br />Overall, you'd be better just to let your kids watch television than bother letting them see this drivel.",0
"As it turns out, Chris Farley and David Spade only made three movies together (""Coneheads"", ""Tommy Boy"" and ""Black Sheep""), but this was truly the ""Citizen Kane"" of their pairings. Farley plays Thomas Callahan III, the dimwitted heir to an auto parts company. His father Big Tom (Brian Dennehy) hires mild-mannered Richard Hayden (David Spade) to look after him. Big Tom is getting married to a ""ten"" (Bo Derek), so everything has to be in order. After Big Tom suddenly dies, Tommy and Richard have to try to sell half a million auto parts to save the company from bankruptcy. From then on, the movie is pretty much an excuse for Chris Farley to do what he does best: make a mess of everything.<br /><br />When this movie first came out in the theaters, I saw it with my grandfather. He figured out early on that the Bo Derek and Rob Lowe characters were hiding something. But you can completely ignore that and simply luxuriate in Chris Farley's antics. Nothing is safe around his stomach, and hell hath no fury like his happy-go-lucky attitude. The scene where he sets the cars on fire, and later the deer scene, make for a pure laugh riot. Chris Farley and David Spade were truly the John Belushi and Dan Aykroyd of their era. It's a pleasure to always be able to think about ""Fat guy in a little coat"" time and again.",1
"I admit, having come of age in the hippie-dippy age, I am a sucker for these kind of movies. I can enjoy some of the schlock of the hippie genre far more than most ""normal"" people. However, this movie is simply awful in every conceivable way.<br /><br />Every trite perception of the hippie silliness is presented as gospel, cops kill a young long hair when he peacefully lands a plane. This movie is so horrible that it is not even funny to watch as a goof on the excesses of the hippie drone. It is like a left wing version of Dragnet, except without professional actors. The only reason I gave it two stars was because there are some obscurities of interest on the soundtrack, besides, I couldn't find a selection for negative stars.<br /><br />No actors, almost no plot, sheeze, barely even a script...you got it, an ""art"" movie....All this done at root canal drilling slowness, dragging out each meaningless scene just to fill up time.<br /><br />In a bizarre twist of life imitating art, the star ""nonactor"" of the movie joined a commune in real life and robbed a bank in Boston, one of his co-robbers was killed and he was sent to jail where he was killed in a suspicious weightlifting ""accident"".....and just think, he got to leave this behind as a legacy....Oy vey.",0
"A rich old lady calls on a flirtatious divorcée to woo a Lothario away from her silly soon-to-be-married granddaughter.<br /><br />LET US BE GAY is an interesting little domestic comedy which features some tart dialogue (courtesy of celebrated screenwriter Frances Marion) & good performances. While perhaps a bit mawkish at times, this can probably be blamed on the difficulties with early sound technology which tended to limit action & movement.<br /><br />Norma Shearer can be credited with appearing in this minor film, rather than using her undoubted clout as Irving Thalberg's spouse to insist upon only A-grade pictures. She is especially effective in her first few scenes, where dowdy flat makeup makes her almost unrecognizable. Her extreme transmogrification from goose to swan could only happen in Hollywood, but it's scarcely profitable to spend much time worrying about that.<br /><br />Rod LaRocque doesn't come off too well as Shearer's adulterous husband. Quite popular during Silent days, the talkies were not especially kind to him and his career would suffer. Here his role is not in the least sympathetic and one has to wonder what masochistic impulse moves women to desire the cad so much.<br /><br />Magnificent Marie Dressler is on hand as an eccentric Long Island dowager. As a great friend of Frances Marion, one can easily imagine that the part was written expressly for her. Full of cranks & crotchets, she is very humorous. However, the tremendous warmth & essential goodness which would very shortly make her Hollywood's biggest star are largely missing.<br /><br />Among the supporting cast, Hedda Hopper scores as a slinky society serpent, as does Wilfred Noy playing a comic butler. Movie mavens will spot little Dickie Moore as Shearer's young son & elderly Mary Gordon as her housekeeper, both uncredited.",1
"I really love this movie!!! I haven't played Final Fantasy VII but i still loved the movie, its really funny and I love the job the voice-over actors have done. The visuals are SO fantastic and all the lines are so well done.<br /><br />I have to admit i have a pretty good imagination so I was able to fill most of the gaps the movie presented, and I suggest you watch it twice because lots of things ""suddenly"" make sense.<br /><br />Also, (this is pretty funny) you should watch it with the subtitles on because what they say and what the subs say are sometimes completely different. Its really usually pretty funny but sometimes it helps u to understand what they say better.<br /><br />Watch it!!! love Marnie",1
"A man brings his new wife to his home where his former wife died of an ""accident"". His new wife has just been released from an institution and is also VERY rich! All of the sudden she starts hearing noises and seeing skulls all over the place. Is she going crazy again or is the first wife coming back from the dead? <br /><br />You've probably guessed the ending so I won't spell it out. I saw this many times on Saturday afternoon TV as a kid. Back then, I liked it but I WAS young. Seeing it now I realize how bad it is. It's horribly acted, badly written, very dull (even at an hour) and has a huge cast of FIVE people (one being the director)! Still it does have some good things about it. <br /><br />The music is kinda creepy and the setting itself with the huge empty house and pond nearby is nicely atmospheric. There also are a few scary moments (I jumped a little when she saw the first skull) and a somewhat effective ending. All in all it's definitely NOT a good movie...but not a total disaster either. It does have a small cult following. I give it a 2.<br /><br />Also try to avoid the Elite DVD Drive-in edition of it (it's paired with ""Attack of the Giant Leeches""). It's in TERRIBLE shape with jumps and scratches all over. It didn't even look this bad on TV!",0
"Okay this is stupid,they say their not making another Nightmare film,that this is the ""last"" one...And what do they do?They go on making another one,not that the next one (part7) was BAD,but why do they play us. Anyway this movie made no sense what-so ever,it was extremelly dull,the characters were highly one dimensional,Freddy was another joker,which is very stupid for such a good series.The plot is very,very bad,and this is even worse than part 2 and 5. I didnt get the movie,its a stupid tale in 3-d,pointless!Id say. I hated this film so much i still rmember all the parts i didnt like which was basically the whole film.This is SO different than the prequels,it tries,and tries,but this one tried the hardest,and got slapped back on the face.Again there were hadly any death scenes,although they were different,they sucked bigtime. How can they have gone this far?Didnt they see they made the biggest mistakes at parts 2 and 5?Yet they make this?Its all bout the money,DO NOT SEE THIS SAD EXCUSE FOR A NIGHTMARE SERIES.<br /><br />I GAVE A NIGHTMARE ON ELM STREET SIX (6) 3 out of 10.<br /><br />GOOD POINTS OF MOVIE: Had potential with plot.<br /><br />BAD POINTS OF FILM: Terrible acting/lack of deaths/Too funny to be classified as horror/very confusing.",0
"Amicus made close to a good half dozen of these horror anthologies in the 70's, and this, from leading horror scribe Robert Bloch, is one of their best efforts. There are four stories, all worthwhile, but two -- ""Sweets For The Sweet"" and ""Method For Murder"" -- distinguish themselves as highly effective journeys into fear.<br /><br />In ""Sweets"", Christopher Lee plays an impatient widower whose lovely daughter (Chloe Franks) becomes resentful of his neglect and brutish intolerance, so she sculpts a voodoo doll with which she expresses her distaste for his methods. Franks is a beautiful figure of mischievous evil and delivers one of the greatest child performances in a horror film since Martin Stephens in ""The Innocents"". This installment is directed with great subtlety and the final outrage, occurring off-screen, is a moment of purest horror.<br /><br />""Method of Murder"" is about a horror novelist (Denholm Elliott) who is menaced by one of his own creations, the creepy Dominic. This episode is striking for its simplicity and stark terror. Dominic may or may not be real, so director Peter Duffell has a great time playing with our expectations. The brief shots of Dominic reflected in a pond or seen as a fleeting phantasm in a meadow are truly haunting.<br /><br />The original poster art, featuring a skeletal figure clasping a tray holding Peter Cushing's severed head, was a rich enticement for punters fixed on fear.",1
"This is a little-seen anti-war film that has been ignored for too long. The time is Thanksgiving of 1972. The place is a typical suburban home somewhere in Texas. The oldest son has just comeback from Vietnam and he is having a hell of time readjusting to the life he had left behind. And the family does not know how to handle the problem. I honestly don't think I'm exaggerating when I say this is one the most heart-wrenching war films I've seen. The funny thing is that there are only a handful of combat sequences in the entire movie. Most of the story takes place inside a house over a period of a couple of days. But the kind of war that takes place in this home is as intense as any real battlefield action. The film does something that is difficult to accomplish; somehow, Estevez and his team have created a film that embodies the entire Vietnam experience. And considering the similarities between Vietnam and the current invasion of Iraq, the film is surprisingly relevant. Estevez does a magnificent job with material. He gets a lot of help from a hand-picked cast. Martin Sheen and Kathy Bates in particular are superb as the parents. A truly moving film. Highly recommended",1
"William Shakespeare's plays are classified as comedy, tragedy, or history. Some of his most memorable --and most often read -- creations provide us with wistful humor, gentle poetry and hilarious slapstick. Some of them survive as unforgettable dramas of compelling depth and gravity. Regardless, he was able to write with unparalleled skill and inventiveness, contributing greatly to our young language. So in what category lies The Merchant of Venice ? I was very surprised to find it is one of Shakespeare's comedies. I had never before read it nor seen it, but after watching this most recent film version I have decided it is neither and it is both. This is one of many questions the viewer must try to answer when coming to terms with what is clearly a perplexing and deeply troubling moral tragedy.<br /><br />The players are introduced quickly, and simply. One of them, firstly, is Venice itself; director Michael Radford filmed the Venetian scenes in the actual city, creating an impressively vibrant, bustling backdrop to the play's proceedings. To this scenery enters the youthful Bassanio (Joseph Fiennes), returning to Venice to see a dear old friend, Antonio (Jeremy Irons). It seems the poor Bassanio has heard of a princess whose father has died and has left to any potential suitors a lottery of sorts. Waiting at the fair lady's island estate are three small trunks, <br /><br />only one of which contains ""images of the princess"". He who can guess the right one, using only blind intuition and the cryptic teasers written upon them, will be bestowed the father's huge fortune for life. Oh, and his daughter and her eternal love in marriage, I forgot to mention. Here the light comedy of Shakespeare takes over the movie. This farcical plot element drives the story and also fills up much of the film's screen time, as a number of painfully eager opportunists arrive at the island, humorously vying for and failing to earn this very wealthy hand in marriage. But before any of this occurs Bassanio, very much lacking in finances, entreats Antonio to loan him three thousand ducats to pay for the lengthy journey he must take to have his shot at the prize. <br /><br />Antonio, himself nearly penniless, must reluctantly embrace humility by seeking the financial aid of Shylock (Al Pacino), one of countless Jewish usurers who keep the sagging economy afloat yet are scorned and persecuted to no end by the city's zealously Christian majority. Thus they dwell in society's underbelly, and it is here the two borrowers must go. Shylock does not hesitate to remind the two men of a certain incident where Antonio insulted and spat on him in the city market, and he proudly rebukes this man who frankly has a lot of nerve now coming to ask for help. But help him Shylock does. He even erases any kind of interest on the loan, most likely feeling he has no reason to be concerned if Antonio will be able to repay him within three months. Still, Shylock's one contractual demand is a pound of Antonio's flesh, should he renege on their agreement. This is an unsettling request, to be sure, for Antonio and Bassanio as well as for us. But it appears that despite his justifiable pride Shylock does not really anticipate seeing such a gruesome act occurring. <br /><br />So here the dramatic groundwork has been laid. And while the film goes off to explore its gentler side with its love lottery and mistaken identities, there still looms the gloomy prospect of the loan itself. In the end, what will become of this ominous agreement? Meanwhile we are left at turns to explore the true central character of Shylock. Al Pacino has ample dramatic weight to carry here, and he does so with convincing grit and passion. There are times when he is given room for the theatrics we have come to expect from such a colorful actor. But his most impressive scenes are the ones where he internalizes this energy, showing a conflicted personality: honest, sincere, and proud, yet brooding, vengeful and entirely remorseless. This is one of Pacino's most heartfelt performances to date. And while the rest of the cast play their roles creditably and convincingly, it is Pacino who really owns the film -- especially toward the end, when Shakespeare upends this seeming romantic comedy with a wallop of a third act.<br /><br />I shall not reveal much here; all I can say is that it involves the initial loan -- a mighty shoe one expected would drop sooner or later. And does it ever. By the end Shakespeare has raised a host of dilemmas for his audience: seemingly unresolvable questions of faith, morality, law, and mercy are thrown before us through the final scenes, and while by curtain's close the playwright's position may seem clear to some, we are left completely at odds. There are winners and losers in this one, but have the winners earned their spoils with good reason, or have they in a larger sense ended out losing as well? Has virtue been rewarded, or simply flouted? Has justice in fact this time been just? By the play's finish some fates are painfully clear, and unequivocally sealed. But the audience are to be the ones who really decide the verdict for all of those involved. And for some the verdict is still out for the play as well. Comedy or tragedy? The author has cunningly veiled the intense courtroom finale with an ending of light mirth and pat romantic resolutions. Is he saying that all is well that ends well, or is this his final, ironic condemnation? The play's humor serves to set us up nicely for such a heavy crash. And while it is also what unfortunately keeps The Merchant of Venice from achieving the greatness of so many of Shakespeare's other works, it is still engaging, amusing, and thought-provoking beyond measure.",1
"I love Ustinov's distinctive, literate narration. And the photography is quiet nice. We put the film on for our 3.5 year old who sort of wandered in and out of the room. So for our first viewing, we only saw about 1/3 of the movie and were quite charmed. When we re-watched, sitting down for family time,we were all mortified at the violence and life-threatening situations the poor otter got into. About halfway through the movie, there's a rack of dead, bloody furry animals. Lots of blood, not just a little. Then at the end, there's a wild struggle with a dog, then blood clouds the water. You'd think, given the G rating, that's all you'll see...that they will IMPLY one of the animals died. Nope. They drag the carcass out of the water and show it plainly for several traumatizing seconds. Personally, as an adult I love horror movies and am fine with violent movies ala Scorsese, Cronenberg, Tarantino. Heck, I love the ultra violent Battle Royale. But those aren't kid movies and don't advertise themselves as such. If you are deliberately raising your young ones to see the harsh realities of life for cute animals, then this is the movie for you. If you are like me and my wife though, you might want to spare your child nightmares and avoid this one.",0
"I don't think I've ever been so bowled over by the sheer absurdity of a movie in my entire life as i was when i walked out of this piece of crap. NOTHING in it makes any sense. none of it is clever or well thought out. out of lack of truly suspenseful moments they repeatedly use that total cop-out trick where you build up the music before the character does something like open a door or push aside a curtain and then nothing's there. thats OK to do once, maybe, but i counted three times. there are things thrown in for no apparent reason, characters, half-formed story lines.... the characters weren't well developed at ALL. the ending was.. bad. bad, bad, bad, everything, every component, of this film is terrible. and I'm just here to warn you all of that.",0
"Trading on the success of the 1975 hit, this film is a cheaply made story of a plantation where Massa gets down with the slave women, and the Missus gets down with the big black stud, and with massa'a son also. In fact, there is so much getting down going on, that I really don't know why anyone bothered to get dressed.<br /><br />So, if you want to see white women rolling their naked bodies all over tied up slaves, or you just like a movie with tits on display every five minutes, then this one is for you.<br /><br />There is a funny/sad story in here, but it only comes at the very end so as to not interfere with all the hot sweaty sex going on on the plantation.",0
"This movie is very well done although the ending is given away too early in the film. The four elderly men in the restaurant are what makes this film fun to watch. Minnie Driver is a very talented actress and comes across wonderfully on screen.",1
"Not as bad as some people say...This is a unofficial Bond movie and a remake of ""Thunderball"", written by Kevin McClory (co- producer in ""Thunderball""). Well, the cast is very very interesting, Maria Brandauer is a great Bond- villain, Kim Basinger and Barbara Carrera are just like the ""original"" Bond- girls, plus Rowan Atkinson and a truly great Edward Fox, who looks really refreshing in the ""M"" role. In fact, the whole movie is refreshing and gives some new impulses. Sean Connery does it once more confident and charming, except that he looks a little bit too old. But alright, he is the original Bond and it was great to see him once more in this role. The locations are also typical- Bahamas, France, etc. The only thing that really fails is the music score, the song ""Never say never again"" is O.K., but the theme song is just missing. All in one, a nice try to make a difference from the comic and silly Roger Moore movies like ""Moonraker"". Only if there was another story, ""Thunderball"" was a excellent movie and really did not needed a remake",0
"I've been watching a lot of Asian horror movies lately, but this one has to be the worst so far. It started out interestingly enough, but lost momentum after the first 15 minutes of the movie. The added ""drama"" scenes, flashback sequences and serious plot holes left me hanging. What really happened in the tunnel? Just ""something terrible""??? Who started all the killing if it wasn't the ghost? What did she want returned to her????? No answers whatsoever! Overall, not very scary at all and the movie makers need to come up with a lot better ideas than this...<br /><br />One positive was the cute actress, but that's about it.<br /><br />Not recommended.",0
