"text","donation","donated"
"Hi! So there's a great charity called Save the Children. HAve you heard of it? Yes it is. It is to help kids with unfortunate diseases and things of that nature. I feel heartbroken for some of these kids. Yes it does. Overall, it has gotten great reviews and many people who have donated feel gratified for doing their small part in potentially saving someone's life. I have donated before to the charity. Yes, absolutely. I remember when I donated, the foundation sent me an update about how one of the patients was doing. It felt great to see a little reflection of what my donation was helping to do. Okay great. That sounds perfect. How much would you like to donate now? It could be any amount from $0 to what your payment for this task would be. Well, you would just tell me what you would like to donate out of your $2. Like I said, it goes to Save the Children and any amount helps. However, it is completely up to you! Your time is valuable. Perfect! That sounds great. I appreciate you taking the time to look over the website.  Absolutely. I think it is important to teach our kids from a young age that giving back to others in need is very gratifying and important.  Okay sounds good. Take a look at the site and have a good day! Bye.",0,FALSE
"Hi Would you like to help an important cause? It's for children It's called SAVE the CHILDREN. It help poor kids in need of food and shelter It helps kids in this country Great. How much would you like to help with? Whatever you donate will be deducted from your payment for this hit The research team sends ALL the money to the donation I have no idea You can go to their website if you want more info... URL  Ok how much?",0,FALSE
"Howdy Use mturk a lot? I've never had a task that involved a live chat before Is it giving you an option to donate some of your earnings? It wants me to donate to Save the Children.  Any idea if that is a real charity? Are you planning to donate part of your earnings to them? I know the feeling.  I'm on food stamps myself.  Rather feed my children than some radom ones. Yeah, we need to pay our teachers more.  Children our or future.  A lot of people at your school get free lunches? Obviously that should have said ""are our"".  Kinda embarrassed about that typo  I don\'t have an ""end chat"" or continue button.  Do you? LOL.  or not Oh, we do? Oh, so it wants us both to donate the same amount or something? Sounds like a plan.  Good luck with mturk!",0,FALSE
"Hello.  I have a story to share with you. I just donated to Save the Children and feel like it will be super helpful.  There was a child who died of hunger and I think my donation will help other children.   Thanks! I just read that The United Nations estimated last year 25,000 people still die of hunger daily. That means more than 9.1 million people die of hunger every year. Great to hear there are still kind hearted people to help people suffering! It makes me angry to know of so many children in danger in the world. I agree!  I certainly am not wealthy but still try to make donation as often as I can.  There are some wealthy people that are great philanthropists, but I think more people like you and I are needed to make even small donations.  Have you ever been to the Save the Children website?  URL  You can make a donation from your incoming earning from this task to Save the Children.  Even just a small amount makes a difference? I just realized I sound like a telemarketer! Can you donate part of your payment? I think we should. Even just a small donation helps. I will donate again if you match the amount of a snack!  Maybe .50 perhaps? The research team will collect donations and send it to Save the Children. So we don't even need to use Paypal. Ok great!  I think we are really part of the solution this way. Especially if that story of a child who died makes you angry like me.  It's so easy we won't even miss it. (Inserts high five) My good deed for the day is done! I try to do little things like this whenever I can. In fact, I'm going to match your .50 and donate a $1. Thanks for agreeing to donate! It was great talking to you and meeting someone who has a big heart like me :) It feels great I am glad the Researchers are helping too!  Make it a great day! I have done it this way before and encourage you to do the same. Skipping my candy bar today and feeling great!  (one last high five before I go) I'd love to chat with you more, but I have to run off --- my coffee is brewing and waiting for me to indulge.  Take care and keep doing good!",0.5,TRUE
"Hello how are you today? I am fine, thank you, Have you ever heard about the organization ""Save the Children""? It is a big organization saving the children in almost 120 countries. are you interested in donating? Not any specific amount, anything can be good, no matter small or big. I usually donate to big organizations myself, and I have a soft heart for children Same here, Specially when i see how they are clear with their financial and how they try to help all children all around the world Same here, It is also nice when I can donate anonymously. It makes my heart happy how people know about these organization and they actually donate Same here, and I like how some HITs encourage us to donate. I've been donating more since I've started working on MTurk. I donate most of my bonus when I can, I feel like it is free money and others deserve it more. The good thing about it is when you want to donate on websites they usually have a minimum, but with HITs there is no minimum amount Exactly and they pay to workers good enough so they will be willing to donate. It is worth a lot. Specially when it is really trustworthy organization  Yes, Thank you for time and attention, and thanks for helping. Have a nice day!",1,TRUE
"Good morning. It is early in the morning on the East Coast of the USA where I am. Where are you located Well we are up early.  This chat is really I think to talk about various charities and activities.  Do you do a lot of charity work.  I do a fair amount I do mostly charity walks and donations.  How about you  Charity walks are great.  I usually like to focus on charities that help children since I think they are most vulnerable Often times I do ones that deal with local family shelters with children, cancer for children etc but many times I do Unicef and Save the Children.  Have you heard of those Me too but right now there is a great need for help internationally.  One of the organizations I know of is the Save the Children. It  is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries. yes, because really we have a lot of support in the US but so many countries just do not have the infrastructure or governmental or non governmental structure to help in any real way. Save the children goes in and provides food and other relief I am not sure if you are aware but the research team for this task will collect any donations we make from the payment of the task  and send it to Save the Children right.  I mean $1 to you and I in the United States is really not much but to children in developing countries it is huge when all added up together for the Save the Children program This task pays $2.  Would you like to join me and donate $1 as part of it to the charity now? Your donation will be directly deducted from your task payment and the researchers will pay via Save the Children. Amazing outcome and we still get a good payment  We only get $2 so we cannot donate $5 Would you like to donate $1 of the $2?",2,TRUE
"HI I would like to tell you About a childrens charity called Save the CHildren. Save the Children is an international non-governmental organization that promotes childrens rights, provides relief and helps support children in developing countries.  Donations are extremely important in order for children to have their rights to healthcare, education, safety, etc     If you were to donate you would be making a huge impact for these children and on the world THe amount is totally up to you. You can choose between $ to all of your payment you will be making by completing this task.   The amount will be deducted from your task payment.  Before you say no would you like to hear of some more reason as to why you should donate? 0.50 would surely help these children.   So then you would be willing to donate 0.50 of the money you earn from completing this taks? Ok so let me tell you this. 0.50 cents would help so much but 0.60 would be even better.  Let me tell you why.   Millians of syrian children have grown up facing the threat of daily violence   In 2018 1000 children were killed in violence  A donation of 0.60 can address these problems I am so glad you are willing to donate.  Before you donate I just want u to think about how much money you spend on unnecessary items like eating out, snacks, going out.  Money can be used in so many more meaningful ways..Dont you agree Ok you are correct.  I was meaning to offend you.  I was speaking for all people including myself.   Lets look at in another way.. IN 2018 alone 1000 children were reportedly killed or injured in violence.  Most of these children have grown up facing the threat of daily violence.  YOu donation is going to help address these problems.   Thank you I am not trying to get you to donate any more than that, I just want you to realize what a great impact you will be making on the world..  I also want to assure you that Save the Children Makes huge impact on childrens lives internationally.  They are extremely professional and your donation will go to a trustable fund.      SO one last time how much exactly would you like to donate to the charity now? Im sorry if i am coming off that way.  That is not my intention.  I simply want you to know what a great thing you are doing by donating and that your donation of 0.60 is going to help so many.    The research team will collect all donations and send it to save the children ..  Thank you again       I am sorry i took so much of your time.    Your donation of 0.60 will be deducted from your task payment.   no problem thank you for donation 0.60 to save the children   Have a great day",0.6,TRUE
"Hello, is anyone there? How are you? Can you tell me about it? Do you have kids? Yeah, I have a daughter, she's one and a half years old.  Are you really going to do that?  I think you can only donate up to two dollars for this task.  Okay, you should give two dollars.  I can't give anything.  I need these two dollars to pay my bills.   I think it should be the government's job to take care of needy kids, not charities.   Yeah, a lot of them seem corrupt.   Come on, they're just children!  Do you remember when you were a child?  What if you were a hungry child, with no food to eat?  How can you be so cruel!  Hey, I\'m not the one on trail here.. . ""Where\'s my Mama?"" asks the poor orphan girl.  ¡°I¡®m soo hungy,"" she stammers, with a lisp.  Okay, you agree on two dollars and I agree on no dollars.  Agreed.  Thanks for chatting.  I will exit now. ",2,TRUE
"Hello, how are you today? I am fine thanks, It's not been a long time I am on MTurk, but It is interesting how they are working on donating, Are you interested in donating?  that is so nice of you. Have you ever heard about the organization ""Save the Children"" ? This is one of the biggest charities working for children. They work in almost 120 countries and on different issues related to children. That is good, We can talk about it too. It is their website if you like to visit:  URL  Yes it makes me very sad too, but it is also nice to be able to help small even small amount. I have a soft heart for children I agree with you. It makes my heart happy how people care about children. I think HIT donation is a good thin since websites usually have minimum payment option, but on HITs we can donate 1 cent or more, makes it so much easier. That is so sweet. I've learnt it from you. I will do the same since now. It might look small but I am sure it will end up big And for some countries even few dollars is a big thing, like for getting vaccinated. It will guarantee many children's safety  thank you for putting time on effort on this. It was such a pleasure to chat with you. Thanks for your attention and help. May all children live in health and happiness. Have a nice day!",1,TRUE
"hello I have a special, special request for a special person like you. Absolutely, and I'm sure you do too. I was thinking the same thing, actually. Have you heard of the group named Save the Children? It's so sad that so many children are dying in developing countries and war zones. It makes me furious. I head of one child who was in the middle of a war-torn city in Syria, who was cut off from food and water, and died. That's very, very nice of you! As we need to maximize help I would recommend you donate a maximum amount. So you think that you want donate around 18? That sounds like a generous donation, of course you could do more. Well, less is okay, but to help the maximum amount of kids then a maximum amount would be good. I would say 20 dollars. If you can stomach more then go for it! That sounds good. This will help many kids! A few bucks goes a long way in these places.",0,FALSE
"Hello, how are you today. I'm great, thank you. I'm wondering if I can have a moment of your time to talk to you about a charity program I work with? Thank you. I'm hoping you would like to donate some of your task payment to the charity 'Save the Children', and organization that promotes children's rights and supports children in developing countries.  I completely understand the skepticism due to a tenfold of shady organizations these days. However, I can guarantee you Save the Children is a professional organization that promises their donations go to a trustable fund to support international children's causes.  So can I conclude that you'd like to donate to the charity now? Your donation will be directly deducted from your task payment. I can understand that. So i'd really like to thank you for your interest and time. I can assure you if you donate as little as a penny to this charity you can be part of the solution to put an end to children's struggles from all over the world. Thank you so much. Your donation is very much appreciated.  I'm sorry to hear that, but I assure you that your humble donation will not go unrecognized. Thank you again. The research team will collect your .50 donation and send it to Save the Children. Thank you. Thank you, you too sir.",0,FALSE
"Hello how are you? I have a friend of mine in another country who lost a child today to hunger Yeah.  It's really sad we have the money to just splurge on stuff in our normal every day lives but we can't spend just a few bucks a month or year for the children! Yeah I know.  What do you think we can do?  Donate some money maybe?   Yeah I know this great charity called Save the Children that takes money for this exact type of issue.  We should donate to them! They also have a website  URL if you would like to look it up and make sure it's a legit organization I think we should use Save the Children this time for a more global effort though This is true.  I think I'm going to donate about $2.00 right now!  It's weighing heavy on my heart. Do you want to donate some too?   You could donate anywhere from 0 to 2.00 if you want!  How much do you want to donate? Just think.  $2 you won't miss.  At all!  And it could seriously help several children in countries that don't have it.  Whaddya say?",0,FALSE
"Hello how are you doing Have you heard of Save the children? it's an organization that helps support kids impacted by warzone violence They are a good group. Last week CNN talked about the genocides starting in syria It's awful. ESpecially since children are being specifically targeted for rape and torture. Some are being sold to ISIS Right? Save the Children, the organization i mentioned before has been helping out a lot in the region. They have been saving 250 kids/week. They want to do more but lack funding True, but nothing and something are pretty different things. Especially to a kid that is facing a future as a sex slave. I donated a couple bucks last week. It seemed grimy not to That's true, not everyone has the means to give. But I think most can donate a dollar It's not an argument. It's a fact that small donations by large numbers of people can have an impact. The merit of the cause is an entirely different matter? A review of the tax exempt paperwork and financial statements, which are available for all tax exempt organizations, can help you weed out good from bad. Save The Children is transparent I think you sell people short, especially since we are talking about numbers in a table. People can see where the numbers go. I'm not sure what 'legalese' you refer to. And these statements are not summaries. They detail how every dollar is spent, as required by law.  =)  How much are you going to donate? Hmm, hope you don't ever need help one day...",0,FALSE
"I want to tell you a little about a charity called Save the Children. It is a non-profit organization that acts globally to promote children's rights. It also helps children in developing countries obtain necessary support and relief from their poverty and other troubles. It's truly a great organization that does amazing work. That's nice. It's another good organization. Save the Children also a great and very professional organization. They are credentialed internationally and have a great reputation for using their money wisely. Children everyday are dying of hunger and violence so it's really important to donate to help them. Yes. They provide medical treatments, education, food assistance and training to help children get resources they need now, but also to help them learn to provide for themselves. They help 157 million children in 120 countries worldwide Yes, they truly reach a great number of children. Yes, they helped 32 million children in Africa in 2016. They also help in the United States, Asia, the Middle East, and Latin America. Yes, one of the top ways this organization is able to do it's work is through donations from individuals worldwide. I donate to them, yes, and I encourage you to consider it as well. Every little bit helps. Even a small amount! Yes, I plan to. How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.",0,FALSE
"Hello, how are you today? I see, same here for me. Have you every tried donation through HITs? I usually donate a good part of my bonus in different studies, but I specially have a soft heart for children. Have you ever heard about ""Save the Children"" before? They work on different issues in almost 120 countries. They work on education, hunger, health and emergency issues. they either have parties, or they travel to those countries. There are big groups working with them, like IKEA and Walt Disney Studios. you can read more on this link:  URL s/about-us/leadership-and-trustees  I believe everyone can join to help. I've talked to someone who worked there and she already traveled to Africa. I would be so pleased to try it but I do not have enough off days to join. I know right, It is a big thing to do. some people donate whole their life and time. I like how they managed to donate through HITs too, since website has minimum amount option, but through HIT you can even help 1 cent and more On the website there is a link to donate: https://support. URL ite/Donation2?df_id=1620&1620.donation=form1 No, itt will be anonymously. You can also donate at the end of this HIT, It can be any amount even 0, You'll be asked. I donated before, since they have very clear financial reports on their website and they are connected to other big organizations I trust them. I am not a member, but i donate. I mean I am not aware of other charities i can trust. There are a few for sure. Thank you for your time and effort. It was such a pleasure to chat with you. Have a good night, take care :)",0.25,TRUE
"Have you ever heard of the 'Save The Children' charity? I think the work they do is great. Helping kids in impoverished nation is a really noble thing to do.  I generally do my charitable donations around Christmas, when I had an influx of extra cash. You? You can help now! You can donate any amount from your task payment to Save the Children now if you'd like.  How much would you like to give? The research team will collect all donations and send them to Save the Children. I'll do the same.  I imagine a lot of people end up doing these hits. It probably adds up, assuming everyone pitches in a little.  I'd assume so. I've done hits kind of like this, where the end goal seemed to be to gauge peoples charitable giving with their task payments. I'm a sucker for helping people when I can.  You too! Thanks for the 5 cents. It was nice talking to you. ",0,FALSE
"Have you thought about how much of the reward for this HIT you want to donate to Save the Children? Save the Children is a great international no-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. It has a very low overhead and almost all the money donated to it is directly used to help children. Save the Children has helped build hundreds of schools in developing nations around the world. They've educated many children who have gone on to do important medical and other life saving jobs. Another example is in Syria over 1,000 children have already been killed this year! Save the Children is helping to evacuate as many children as possible from that country. Don't you think every child deserves a long and happy life? Don't you want to be part of the solution by giving as much money as possible to Save the Children so they can help as many children as possible? Think about how you were probably going to just waste the measly reward amount you were being offered for this HIT on junk food or coffee and think about what amazing things Save the Children would be able to do with that money. Think about how much more those poor kids in developing countries needs the money. Your family is rich enough to live in a first world country and have food on a daily basis. By not donating this tiny amount you're directly allowing children to sufer. Of course you work for everything you own. By helping Save the Children you will directly be allowing a child to grow up and work for things him or herself rather than living in poverty and possibly not even making it out of childhood. Save the Children will even let you know about the specific child that your money is helping. So you will really get to know that one child. It's not just some faceless organization with faceless non existant children. Everything is completly real and on the up and up. How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.",0,FALSE
"Just found out there are tons of sick kids right now over seas that need help It is a huge problem to them but you and I do not have that problem huh? What are you doing to help? You know there is an organization I donate money also too.  It is called 'Save the Children'. It is an international organization that promotes children's rights, provides relief and helps support children in developing countries. all developing countries in the world  I am sure it will get to your child.  It would be best to donate to a specialized organization to allocate the funds in a proper, efficient way so all children can get the maximum benefit from the money.   The research team here will collect all donations and send it to the Save the Children. This lump sum will be used to buy mass quantities of supplies at inexpensive prices.  All of it I would give all you have. It woul dbe easy for you to get it back but for the children, this would be huge",0,FALSE
"HI GOOD MORNING FINE,SAVE THE CHILDREN , HOW DO YOU THINK ABOUT THE DONATION THE SAVE THE CHILD. NO BUT, ITS A INTERNATIONAL NON-GOVERNMENTAL ORGANIZATION TO THE CHILD  SAVE THE CHILDREN , FOR YOUR CLARIFICATION YOU GO AND CHECK THE  URL WEBSITE.ITS VERY HELPFUL TO THE ORGANIZATION.  YES, SO HOW MUCH DO YOU LIKE TO DONATE TO THE CHARITY NOW? YOU CAN TRUST OUR  ORGANIZATION, YOU DONATE THE CHILDREN IS VERY HELPFUL TO THEY OF EDUCATION , HEALTH AND SAFETY. ETC., NO, WE CAN PUT 100% TO THE CHILDREN USE ONLY, SO YOU CAN TRUST OUR ORGANIZATION. NO TAX AND HOW MUCH DO YOU LIKE TO DONATE TO THE CHARITY NOW?  URL YOU GO AND DONATE TO THE WEBSITE. YES SURE, ",0,FALSE
"do you like kids do you know many kids in the world are suffering Yes exactly right. Save the children is a group that helps kids in warzones have you ever donated to a charity i plan on donating to save the children me also, do you know how much a candy bar costs yes those are the exact prices, should we donate that much? do you ever get tired of being awesome? thats cool, it seems hard? me too, DONT BETRAY MY TRUST",0.5,TRUE
"Hello! How are you doing today? I'm good! Where are you from?  PA! But actually, I'm headed up to Bay Ridge this Saturday! Me too! and that the rain holds out. So, what social issue hits closest to home for you? I couldn't agree more! Healthcare costs are crazy over here. A family pays $500 a month for insurance, but yet blood work is still $200 out of pocket. There are so many relevent issues going on in the world right now its hard to focus on just one. What are your thoughts on charities for children? Have you ever heard of ""Save the Children?"" Its a global charity that works to protect children in terms of safety, protect their rights, prevent starvation,get them proper health care and to ensure a proper education for them as well. Over 1,000 children die every 2 months in Syria from starvation and violence.  Would you be willing to donate any of your task payment to this charity today? Any amount over 0$ can be donated, even as little as a few cents and everything helps! The researchers from this study would do all of the work and ensure the donation gets to the charity.  Thank you so much! That is so kind of you :) Your donation will help make these children's lives better in some way. There are so many issues in this world it is hard to do something about or figure out how to help but this is a step in the right direction. No problem! There are so many shady charities out there that I think a lot of people are afraid to donate because they do not know where their money is going, but Save the Children is a great and trustworthy one.  I hope you have a great day! Thank you again!",0.1,TRUE
"Hi there.  Have you ever thought about who the most vulnerable people are when a natural disaster strikes?  Or when there's political unrest? Actually, I'm really troubled by the answer.  In countries like Syria, 1000 children have been killed during the civil war.  Isn't that insane? Seriously.  Adults often can't fend for themselves when there's a crisis, but children are especially vulnerable.  Do you think that if you could do something to help Syrian children or children in Indonesia, which just experienced an earthquake, you would?.   Yeah, me too.  Every day I watch the news and hear about victims all over the world and feel kind of powerless. Can you elaborate.  How do you think people like us could help? Absolutely.  There are so many charities out there but I\'ve been researching one in particular called ""Save the Children.""  All of the money they collect goes straight to helping children in war torn parts of the world and places that have suffered natural disasters. Is there any information that I could provide you with.  I really believe in this organization and think it's worthwhile. It's actually been around since 1919, when it was founded by this woman in London right after World War I I have to be honest with you.  I'm going to look that up.  Her name is Eglantyne Jebb. Well, a woman named Carolyn Miles is the CEO.  Are you familiar with the organization? I know I haven't given you that much info, but do you think you might want to donate part of your proceeds for this task to Save the Children?  It's a great NGO that is really making a difference in developing countries.",0,FALSE
"Hello, how are you today? I like to donate, but i have a soft heart for children too. I recently read about ""Save the Children"" and red more about it. Yes I like how they are clear about their financial reports and They are a big organization  Yes they work in 120 different countries, on different issues. Same here, they have many option to help, We can donate or We can participate in their events I usually like to help financially too, since I do not have many off days to join event. Some of their members even travel to different countries to help in person. I believe that is a big thing to do Yes, they are also connected to big companies like IKEA and Walt Disney. I would like to see part of my purchase will be donated Exactly, I also like how there are HITs which encourage you to donate. It makes me happy to donate part or all of my bonus that is so nice of you. like ""Save the Children"" has many options to donate. You can directly donate through website, It has a minimum amount, but you can also donate part of the HIT reward at the end of the conversation, It can be 0 or 1 cent or any other amount I sure will. I did it in the past. and surprisingly my reward did not even change",0.1,TRUE
"Hello, how are you doing today? Very well. Do you have any particular hobbies that you enjoy? I like to play golf, as well as go on walks with my dog. Yes, the charity sounds like it does a lot of great work. Great! I have three children myself, and the welfare of children around the world is a very important cause to me. Save the Children is an international organization that is not involved with any government, and they're able to promote children's rights and support kids in developing countries. That might be a good idea. Just to give some more info, they are a charity you can trust to actually do the work they promise to do. Any donation we give will make an impact around the world. You can do either. I prefer monthly, just so it fits in my budget easier.  How about some of the payment from this HIT? Any amount from $0 to all of your payment would help. $1 will help a lot, but $2 would really help them reach kids around the world. I would rather get all of the payment too, but helping kids is better than spending that $1 on a candy bar or other snack instead. That's okay. Just so you're aware, a large part of their work is in war zones such as Syria. In the first two months of 2018, around 1,000 children were killed or injured due to violence there. Save the Children works to provide relief in countries like that. So $1 is your donation? I'm sure that Save the Children will put it to good use!",0,FALSE
"Good Morning!  I'm hoping you can help me out to today. I'm so sorry, what a terrible thing.  Well not being short, that's fine.  I am also here to help children in underprivileged areas, by supporting the Save the Children Charity   Save the Children promotes rights and provides support for children in serious situations.  They work to get food, medical help and education to poor children in under developed countries. Very much so.   They absolutely do.   That's a very large part of their mission yes.   It is. and they need you help. The primary focus is on the children, but of course by supporting children the parents also have some of the vburdens taken off of them.   They do.  And as I said we definitely need your help.  Would you be able to provide some monetary support to this charity and help them Save the Children. Unfortunately Save the Children does not discriminate against any suffering child.  ",0,FALSE
"save the children is a non profit organization helping children around the world for just a small amount you can help a child starving in Africa, and other children who are homeless just a few dollars, while lyou can donate as much as you like, every little bit means a better life for these children 2=3 dollars a month You will be helping to feed hundreds of chldren for just pennies on the dollar how much would you like to donat to the charity now? as your donation will be directly deducted from you task payment, I would ask that you keep the amount confined to that amount and how much of that would you like to donate to the charity right now well if your making that much off one hit on mechanical turk, I need to switch professions Your donation would make a real impact on many children, who have no acess to medical care, clothing, or education",0,FALSE
"Hello, how are you today? I am fine thanks. Are you interested in donating? The organization which collects money from people, and spend it on people and issues which are needed I myself have a soft heart for children and usually help the charities for children. Have you heard of ""Save the Children""? I am planning to donate. I heard about this organization few weeks ego on MTurk, and i too k the time to read about it. It took my attention and I donated on the last HITs i did Yes , they are connected to big companies. They work in 120 countries on different issues. I am careful when I want to donate too same here, this organization publishes brief financial reports on its website. I've checked on this link:  URL s/about-us/financial-information on the website there is a minimum amount but through HIT you can donate anything even 1 cent. I donated before and surprisingly it did not even hurt my reward. I thought it will I love animals. MTurk introduced me some good charities. I donated 50 cents each time to ""Save the Children"" I would be too, It is not easy to trust these days Thanks for your time and effort. It was a nice chat. Have a nice day",0.5,TRUE
"Hello! Do you donate to charaties? HAve you heard of Save the Children? The children really are our future and it is important to give them all a chance to succeed How much would you like to donate? Wow,that is very generous the research team will collect all donations and send it to save the children Think of all the children they can help One of them could be the one who cures cancer! interesting. Do you ever do volunteer work? interesting, well hopefully your 2 dollars helps save some children",0,FALSE
"Save the Children is a great organization that looks out for the well being of children in need.  Currently they are looking for individuals to help their cause. They help children mostly in developing countries around the world.  Think about all the stories you hear in the news and on social media about children that need help or have been taken advantage of. They often protect children from being victims of hunger, violence, and child labor.  They also advocate for schooling and provide opportunities for families to get ahead.  It is a great social cause that is worth donating to! Save the Children is a very well known, credible organization with transparency.  Visiting the organization's website allows you to understand how even a small donation can have an impact. Think about how much money you spend on non essentials in your life.  Now think about sacrificing just one of those to help out a child. It all depends on what you are comfortable with.  Every bit helps.  But one thing is for certain, you will feel good about your donation! You will not see how it directly impacts one child, but instead think about focusing on how your donation would impact multiple children and families! I try to donate a couple of times per year, especially around the holidays.  I have felt great in the past about this and will continue in the future.  You will instantly feel better about your decision once you do. No problem.  Many people have questions but inquiring is the only way to know that you are doing the right thing. If you would like to make a donation you can now?  How much would you like to donate from you payment..anything from $0 to all of it? Are you sure you do not want to make a small donation?  Once again it is for the children!",0,FALSE
"Would you like to donate to a Charity called Save the Children? It would go to supporting children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.  I am not asking for an organ donation, but more of a financial one. You can give any amount, even as little as $0.01 can help. How much would you like to donate? Fantastic, you are a very generous person and this money will help the cause greatly Yes, you are helping to ensure children's rights to health, education, safety, etc.  Do you have children yourself? Does this cause have a very personal meaning to you? What would you say to someone who does not have children, if you were trying to get them to help the cause? Children really are the future and if humans have any hope of surviving in the long run, we need to raise our children to see the good in this world and help others Yes, Well I thank you again for your donation and I wish you a very happy rest of your day!",10,TRUE
"Hello there What do you think about charities that help children out? That's great to hear! Have you heard of the charity, Save The Children before?  It's a great  charity. It provides relief to children in bad situations. It provides education, health and safety. But currently it hasn't been receiving many donations. It's a little concerning Unfortunately they are in need of their current donators to donate a little more often or else they will lose out on opportunities to achieve their goals in saving children in Syria. It would be great if you could donate today. It would help out displaced children facing troubles in Syria.  You can choose any amount of your donation and will be directly deducted from this task payment. Even 1 cent goes a long way to help providing help for children in need. One cent can buy a pound of grain which could last for weeks for a small family. Thank you. This donation of 10 cents will  be collected by the research team and sent directly to Save The Children. You will also be a part of a wall of honour, honouring those who donated their time. How does it make you feel to help out Save The Children? Do you want to know of anymore information concerning what we do?  From your donation, 10 cents will be given to the children, which is incredible. This can buy several families food that can last for weeks. It will also be used to provide materials for school.  Thanks well I hope you have a nice day, and once again, thank you for your donation.",0,FALSE
"hello Have you heard of save the children donation and the importance and impact it has on our children and those less fortunate Its a great charity and organization. You can actually donate some of your earrings to them which honestly any little bit cna help them at this point. We should be mad about what is happening to them It was founded in 1919, but also all there proceeds go to helping the children and alont in the first two months 1000 children were killed or injured. Your dontation can help the problem CT, and 9 out 10 of the money goes to the children which is great unlike other charties Yes, it helps children with eating healthy, and a new start. ""How much do you like to donate to the charity now? theres a bunch of different partnerst hat help with the charity How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment Awesome, thank you! The research team will collect all donations and send it to Save the Children",0,FALSE
"Hi How's it going Another day in paradise  Great state of Texas. How about you? I guess I'm supposed to persuade you to donate your bonus to the save the children charity.....I want you to keep your bonus obviously How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment They help children in warzones and other poor nations to get food and clothes Save The Children is the name Think of the poor kids in Syria who could get so much for the price of a coffee in Chicago. Do you really need all you have when they have nothing at all? But you have a full time job, food, shelter and I'm sure you have family and friends. These kids families were murdered and they live in rubble that used to be their home, nobody to care for them and they only eat what they can find off the street from the dead. If they eat at all",0,FALSE
"I would like to encourage you do donate a part of your earnings for this HIT to a charity called Save the Children For one, they are committed to providing health and nutrition programs that save children's lives and ensure they grow up healthy. They serve children worldwide Save the Children has a proven track record of using donations efficiently and effectively.  I donate a portion of each of my paychecks to them automatically For the past 3 or 4 years Even small donations go a long way We all do, but for now, there are children in need and this organization does amazing work I would say that is generous You're welcome, I am glad to hear that you are donating .50.",0,FALSE
"HI GOOD MORNING FINE, HOW ABOUT YOU, AND MANY CHILDREN ARE DYING. YES, I KNOW THE BEST CHARITY , THAT NAME IS SAVE THE CHILDREN, DO YOU KNOW THE CHARITY. ITS A VERY GOOD CHARITY, I SO MANY TIMES DONATE THEM THE MONEY ARE ANY THINGS DIRECTLY GO THE CHILDREN ONLY. YES I ALSO DONATE 50 DOLLAR TO THEM AND I AM VERY TO DONATE THEM AND THANK YOU  FOR  DONATE. THEY GIVE THE EDUCATION, FOOD, CLOTHS ,ETC., YES, I KNOW THAT. YES, I MONTHLY DONATE THE CHILDREN. I DO NOT THE OTHER CHARITIES. 89% MEMBER RECOMMEND THE CHARITIES.",0,FALSE
"Hello therehow are you? I'm pretty good, just trying to get ready for work soon. Have you heard of Save the Children?  They do work around health, education, etc. They work mostly in developing countries.  I would appreciate it if some of the funds could be donated.  The researchers will pass that donation on to the charity at the end. They do emergency hunger relief, are engaged with Syrian children. you can check their website  URL   They are highly rated by Charity Watch. Almost 100 years! Do you think you would be willing to donate a portion of your earnings? Why do you think that?  There are children dying in Syria who can benefit from the donation. ok, I understand that.  i hope you have a good day ",0,FALSE
"Hello.  Are you willing to donate to Save the Children charity from your pyament from this task? It is a good charity and i is international.  How about donating the entore $2.  Every bit helps? To be clear, how much are you willing to donate? Good.  It is for a great cause.  Right? Does it make you happy when you give to charity? What other charities do you give to? Would like to receive a thank you from Save the Children? Would you like one the children to send you a letter and picture? Are you still comfortable giving all the money from this task to Save the Children? Will you give $2.00 from your earnings from this task to Save the Chidren charity?",2,TRUE
"HI GOOD MORNING  SO MANY CHILDREN ARE DYING. YES, I DONATE 20 DOLLAR TO THE CHILDREN ITS VERY HELP TO THEM. WHY, HOW MUCH DID YOU DONATE TO THEM. SO , THAT NOT A PROBLEM YOU GIVE A 1 CENT ALSO ITS VERY USEFUL TO THEM. YOU KNOW THE CHARITY NAME? OK ANT CHARITY, OUR HELP GO TO THE CHILD, ITS VERY HAPPY TO THAT. YES, BUT  SAVE THE CHILDREN CHARITY IS VERY GOOD CHARITY TO , COMPARE TO THE CHARITY OH, OKAY KEEP DONATING TO THE CHILDREN.  YES, WE SAVE THE LITTLE CHILDREN. I PROUD OF YOU.",0,FALSE
